"","unique_squirrel_id","shift","date","age","primary_fur_color","highlight_color","location","Above.Ground.Sighter.Measurement","specific_location","running","chasing","climbing","eating","foraging","moans","tail_flags","tail_twitches","approaches","indifferent","runs_from"
"1","37F-PM-1014-03","PM",2018-10-14,"","","","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2","21B-AM-1019-04","AM",2018-10-19,"","","","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3","11B-PM-1014-08","PM",2018-10-14,"","Gray","","Above Ground","10","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4","32E-PM-1017-14","PM",2018-10-17,"Adult","Gray","","","","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"5","13E-AM-1017-05","AM",2018-10-17,"Adult","Gray","Cinnamon","Above Ground","","on tree stump",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6","11H-AM-1010-03","AM",2018-10-10,"Adult","Cinnamon","White","","","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"7","36H-AM-1010-02","AM",2018-10-10,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"8","33F-AM-1008-02","AM",2018-10-08,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9","21C-PM-1006-01","PM",2018-10-06,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"10","11D-AM-1010-03","AM",2018-10-10,"Adult","Gray","Cinnamon","Above Ground","30","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"11","20B-PM-1013-05","PM",2018-10-13,"Adult","Gray","White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"12","22F-PM-1014-06","PM",2018-10-14,"Adult","Gray","","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"13","36I-PM-1007-01","PM",2018-10-07,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"14","5C-PM-1010-09","PM",2018-10-10,"Adult","Cinnamon","Gray","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"15","7H-AM-1006-05","AM",2018-10-06,"Adult","Gray","Cinnamon","Above Ground","10","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16","16C-PM-1018-03","PM",2018-10-18,"Adult","Gray","Cinnamon, White","Above Ground","6","",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"17","14E-AM-1008-23","AM",2018-10-08,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"18","32A-PM-1013-03","PM",2018-10-13,"Juvenile","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"19","33F-AM-1008-01","AM",2018-10-08,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"20","17F-AM-1007-07","AM",2018-10-07,"Adult","Gray","White","Above Ground","24","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"21","16I-AM-1008-01","AM",2018-10-08,"Adult","Cinnamon","Gray, White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"22","12I-AM-1013-01","AM",2018-10-13,"Adult","Cinnamon","White","Ground Plane","FALSE","on tree roots",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"23","32F-PM-1008-07","PM",2018-10-08,"Adult","Gray","","Ground Plane","FALSE","",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"24","25A-AM-1013-04","AM",2018-10-13,"","Gray","White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"25","15E-AM-1013-01","AM",2018-10-13,"Adult","Gray","White","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"26","39G-PM-1013-06","PM",2018-10-13,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"27","29I-PM-1007-01","PM",2018-10-07,"","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28","7E-AM-1006-02","AM",2018-10-06,"Adult","Gray","","Ground Plane","FALSE","under a tree",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"29","17C-PM-1013-05","PM",2018-10-13,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"30","10A-PM-1014-01","PM",2018-10-14,"Adult","Gray","Black, Cinnamon, White","Ground Plane","FALSE","in b/w trees",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"31","28A-PM-1007-05","PM",2018-10-07,"Adult","Cinnamon","","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"32","22F-PM-1014-05","PM",2018-10-14,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"33","12B-AM-1007-01","AM",2018-10-07,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"34","18A-PM-1018-01","PM",2018-10-18,"Adult","Gray","","Above Ground","30","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"35","33H-AM-1019-02","AM",2018-10-19,"Juvenile","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"36","36H-PM-1008-02","PM",2018-10-08,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"37","29C-AM-1007-06","AM",2018-10-07,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"38","38C-PM-1014-09","PM",2018-10-14,"Adult","Black","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"39","31H-PM-1008-02","PM",2018-10-08,"Juvenile","Gray","Cinnamon","Above Ground","8","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"40","8H-AM-1017-06","AM",2018-10-17,"Adult","Gray","Cinnamon","Above Ground","6","",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"41","34F-AM-1007-01","AM",2018-10-07,"Adult","Gray","White","Above Ground","25","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"42","13H-PM-1010-02","PM",2018-10-10,"Adult","Gray","","Above Ground","5","tree",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"43","32E-AM-1007-13","AM",2018-10-07,"Adult","Gray","","Above Ground","50","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"44","35C-AM-1007-05","AM",2018-10-07,"Adult","Gray","","Above Ground","4","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"45","35C-PM-1013-03","PM",2018-10-13,"","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"46","17E-AM-1017-05","AM",2018-10-17,"Adult","Black","","Above Ground","10","Branch",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"47","2B-PM-1013-01","PM",2018-10-13,"Adult","Gray","White","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"48","19D-AM-1007-01","AM",2018-10-07,"Juvenile","Gray","","Ground Plane","FALSE","",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"49","40B-AM-1019-03","AM",2018-10-19,"Juvenile","Gray","White","Ground Plane","FALSE","",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"50","3E-PM-1008-07","PM",2018-10-08,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"51","39C-PM-1006-01","PM",2018-10-06,"Adult","Gray","","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"52","6G-AM-1008-02","AM",2018-10-08,"Juvenile","Gray","","Ground Plane","FALSE","bush",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"53","14F-AM-1007-05","AM",2018-10-07,"Juvenile","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"54","6I-PM-1013-06","PM",2018-10-13,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"55","15F-PM-1010-05","PM",2018-10-10,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"56","8B-PM-1012-02","PM",2018-10-12,"Adult","Gray","Cinnamon, White","Ground Plane","FALSE","hiding in bushes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"57","3A-PM-1017-06","PM",2018-10-17,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"58","36I-AM-1017-02","AM",2018-10-17,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"59","5E-AM-1008-06","AM",2018-10-08,"Adult","Cinnamon","White","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"60","32E-PM-1017-13","PM",2018-10-17,"Adult","Gray","","","","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"61","5F-PM-1007-03","PM",2018-10-07,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"62","11B-PM-1014-05","PM",2018-10-14,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"63","16E-PM-1018-06","PM",2018-10-18,"Adult","Cinnamon","Gray","Ground Plane","FALSE","On a rock",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"64","13F-AM-1007-02","AM",2018-10-07,"Adult","Cinnamon","White","","","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"65","20B-PM-1013-10","PM",2018-10-13,"Adult","Gray","White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"66","3A-PM-1017-05","PM",2018-10-17,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"67","29H-PM-1006-01","PM",2018-10-06,"Adult","Gray","","Above Ground","50","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"68","23C-PM-1014-03","PM",2018-10-14,"Adult","Gray","","Above Ground","8","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"69","33C-PM-1007-03","PM",2018-10-07,"Adult","Gray","White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"70","38G-PM-1020-09","PM",2018-10-20,"Adult","Gray","Cinnamon, White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"71","16G-PM-1017-01","PM",2018-10-17,"Adult","Gray","Cinnamon, White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"72","36I-PM-1007-07","PM",2018-10-07,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"73","35A-AM-1014-03","AM",2018-10-14,"Adult","Gray","White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"74","28C-PM-1006-01","PM",2018-10-06,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"75","32D-AM-1013-06","AM",2018-10-13,"Adult","Cinnamon","","Ground Plane","FALSE","",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"76","22A-AM-1008-05","AM",2018-10-08,"Adult","Gray","White","Above Ground","3","trash can",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"77","40B-PM-1014-06","PM",2018-10-14,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"78","19C-PM-1018-01","PM",2018-10-18,"Adult","Gray","White","Ground Plane","FALSE","",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"79","35A-PM-1013-06","PM",2018-10-13,"Adult","Cinnamon","","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"80","14E-AM-1008-09","AM",2018-10-08,"Adult","Gray","","Ground Plane","FALSE","",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"81","15G-PM-1019-05","PM",2018-10-19,"Adult","Gray","Cinnamon","Above Ground","4","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"82","10F-AM-1007-02","AM",2018-10-07,"Adult","Gray","","Above Ground","70","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"83","42E-PM-1012-06","PM",2018-10-12,"Adult","Cinnamon","Gray, White","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"84","22B-AM-1013-04","AM",2018-10-13,"Adult","Cinnamon","","Ground Plane","FALSE","Under bench",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"85","15F-PM-1010-06","PM",2018-10-10,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"86","5A-AM-1006-05","AM",2018-10-06,"Adult","Gray","Cinnamon","Ground Plane","FALSE","near 65th St arch",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"87","32H-PM-1006-01","PM",2018-10-06,"","Gray","","Above Ground","","in the European Beech",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"88","42C-AM-1007-02","AM",2018-10-07,"","","","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"89","41D-AM-1014-01","AM",2018-10-14,"Adult","Gray","Black","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"90","21G-PM-1007-01","PM",2018-10-07,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"91","14E-AM-1008-02","AM",2018-10-08,"Adult","Gray","","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"92","7H-PM-1006-04","PM",2018-10-06,"Adult","Gray","","Above Ground","12","on tree knob",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"93","22F-AM-1007-01","AM",2018-10-07,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"94","7F-AM-1008-16","AM",2018-10-08,"Juvenile","Gray","","Above Ground","2","tree",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"95","10F-PM-1019-05","PM",2018-10-19,"Adult","Black","","Above Ground","10","Behind fence, tree",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"96","10A-AM-1006-04","AM",2018-10-06,"Juvenile","Gray","","Above Ground","10","tree near large rock on Bridle Path",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"97","38F-PM-1013-05","PM",2018-10-13,"Juvenile","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"98","41B-PM-1014-01","PM",2018-10-14,"Adult","Gray","White","Above Ground","25","Climbing tree",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"99","36A-PM-1013-07","PM",2018-10-13,"","Gray","","Ground Plane","FALSE","""FIELD""",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"100","5C-AM-1006-05","AM",2018-10-06,"Adult","Gray","Cinnamon, White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"101","32E-PM-1017-03","PM",2018-10-17,"Adult","Gray","","Above Ground","2","bottom of tree",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"102","31A-PM-1017-04","PM",2018-10-17,"Adult","Gray","White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"103","42G-AM-1018-03","AM",2018-10-18,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"104","37D-PM-1014-04","PM",2018-10-14,"Adult","Gray","","Ground Plane","FALSE","",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"105","37E-PM-1006-03","PM",2018-10-06,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"106","24B-AM-1013-01","AM",2018-10-13,"","Gray","","Above Ground","50","",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"107","7G-AM-1010-02","AM",2018-10-10,"Adult","Gray","","Above Ground","3","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"108","5C-PM-1010-13","PM",2018-10-10,"Adult","Gray","White","Above Ground","20","way up a tree!",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"109","15I-AM-1008-01","AM",2018-10-08,"Adult","Gray","Cinnamon","Above Ground","7","tree",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"110","19B-PM-1018-01","PM",2018-10-18,"Adult","Gray","Black, Cinnamon, White","Above Ground","20","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"111","13D-PM-1018-10","PM",2018-10-18,"Adult","Gray","Cinnamon, White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"112","36I-PM-1007-10","PM",2018-10-07,"Juvenile","Gray","White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"113","41B-AM-1010-06","AM",2018-10-10,"Adult","Gray","Cinnamon, White","Above Ground","6","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"114","35B-AM-1010-01","AM",2018-10-10,"Adult","Gray","","Ground Plane","FALSE","lawn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"115","40D-PM-1013-01","PM",2018-10-13,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"116","38B-PM-1018-02","PM",2018-10-18,"Adult","Gray","Cinnamon, White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"117","40I-AM-1018-01","AM",2018-10-18,"Adult","Cinnamon","","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"118","7B-AM-1008-10","AM",2018-10-08,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"119","13D-AM-1014-08","AM",2018-10-14,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"120","16G-AM-1010-03","AM",2018-10-10,"Adult","Gray","White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"121","40A-AM-1010-03","AM",2018-10-10,"Adult","Gray","Cinnamon","Ground Plane","FALSE","bottom of great hill",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"122","15I-PM-1012-07","PM",2018-10-12,"Adult","Cinnamon","","Ground Plane","FALSE","",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"123","3B-PM-1007-11","PM",2018-10-07,"Adult","Gray","","Above Ground","5","in tree",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"124","21D-AM-1008-02","AM",2018-10-08,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"125","10B-PM-1014-05","PM",2018-10-14,"Adult","Gray","White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"126","13E-PM-1008-07","PM",2018-10-08,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"127","41A-PM-1007-06","PM",2018-10-07,"Adult","Black","","Ground Plane","FALSE","",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"128","2F-AM-1006-05","AM",2018-10-06,"Adult","Gray","Cinnamon, White","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"129","20B-AM-1007-01","AM",2018-10-07,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"130","26A-PM-1006-06","PM",2018-10-06,"Adult","Gray","Cinnamon","Ground Plane","FALSE","Tree 90th left 90th & 89",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"131","35E-PM-1006-07","PM",2018-10-06,"Adult","Gray","","Ground Plane","FALSE","",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"132","11G-PM-1013-01","PM",2018-10-13,"Adult","Gray","Cinnamon","Above Ground","5","In the Woods/Brush",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"133","36I-PM-1007-13","PM",2018-10-07,"Adult","Gray","Cinnamon","Ground Plane","FALSE","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
