unique_squirrel_id,shift,date,age,primary_fur_color,highlight_color,location,Above Ground Sighter Measurement,specific_location,running,chasing,climbing,eating,foraging,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from
37F-PM-1014-03,PM,10142018,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21B-AM-1019-04,AM,10192018,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11B-PM-1014-08,PM,10142018,,Gray,,Above Ground,10,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32E-PM-1017-14,PM,10172018,Adult,Gray,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
13E-AM-1017-05,AM,10172018,Adult,Gray,Cinnamon,Above Ground,,on tree stump,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11H-AM-1010-03,AM,10102018,Adult,Cinnamon,White,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
36H-AM-1010-02,AM,10102018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33F-AM-1008-02,AM,10082018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
21C-PM-1006-01,PM,10062018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
11D-AM-1010-03,AM,10102018,Adult,Gray,Cinnamon,Above Ground,30,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
20B-PM-1013-05,PM,10132018,Adult,Gray,White,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
22F-PM-1014-06,PM,10142018,Adult,Gray,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
36I-PM-1007-01,PM,10072018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5C-PM-1010-09,PM,10102018,Adult,Cinnamon,Gray,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7H-AM-1006-05,AM,10062018,Adult,Gray,Cinnamon,Above Ground,10,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
16C-PM-1018-03,PM,10182018,Adult,Gray,"Cinnamon, White",Above Ground,6,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
14E-AM-1008-23,AM,10082018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
32A-PM-1013-03,PM,10132018,Juvenile,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
33F-AM-1008-01,AM,10082018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17F-AM-1007-07,AM,10072018,Adult,Gray,White,Above Ground,24,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
16I-AM-1008-01,AM,10082018,Adult,Cinnamon,"Gray, White",Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
12I-AM-1013-01,AM,10132018,Adult,Cinnamon,White,Ground Plane,FALSE,on tree roots,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
32F-PM-1008-07,PM,10082018,Adult,Gray,,Ground Plane,FALSE,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
25A-AM-1013-04,AM,10132018,,Gray,White,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
15E-AM-1013-01,AM,10132018,Adult,Gray,White,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39G-PM-1013-06,PM,10132018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29I-PM-1007-01,PM,10072018,,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7E-AM-1006-02,AM,10062018,Adult,Gray,,Ground Plane,FALSE,under a tree,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17C-PM-1013-05,PM,10132018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
10A-PM-1014-01,PM,10142018,Adult,Gray,"Black, Cinnamon, White",Ground Plane,FALSE,in b/w trees,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
28A-PM-1007-05,PM,10072018,Adult,Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
22F-PM-1014-05,PM,10142018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12B-AM-1007-01,AM,10072018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
18A-PM-1018-01,PM,10182018,Adult,Gray,,Above Ground,30,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33H-AM-1019-02,AM,10192018,Juvenile,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36H-PM-1008-02,PM,10082018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
29C-AM-1007-06,AM,10072018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
38C-PM-1014-09,PM,10142018,Adult,Black,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
31H-PM-1008-02,PM,10082018,Juvenile,Gray,Cinnamon,Above Ground,8,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
8H-AM-1017-06,AM,10172018,Adult,Gray,Cinnamon,Above Ground,6,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
34F-AM-1007-01,AM,10072018,Adult,Gray,White,Above Ground,25,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
13H-PM-1010-02,PM,10102018,Adult,Gray,,Above Ground,5,tree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
32E-AM-1007-13,AM,10072018,Adult,Gray,,Above Ground,50,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35C-AM-1007-05,AM,10072018,Adult,Gray,,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35C-PM-1013-03,PM,10132018,,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17E-AM-1017-05,AM,10172018,Adult,Black,,Above Ground,10,Branch,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2B-PM-1013-01,PM,10132018,Adult,Gray,White,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19D-AM-1007-01,AM,10072018,Juvenile,Gray,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40B-AM-1019-03,AM,10192018,Juvenile,Gray,White,Ground Plane,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
3E-PM-1008-07,PM,10082018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
39C-PM-1006-01,PM,10062018,Adult,Gray,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
6G-AM-1008-02,AM,10082018,Juvenile,Gray,,Ground Plane,FALSE,bush,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
14F-AM-1007-05,AM,10072018,Juvenile,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
6I-PM-1013-06,PM,10132018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
15F-PM-1010-05,PM,10102018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
8B-PM-1012-02,PM,10122018,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,hiding in bushes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3A-PM-1017-06,PM,10172018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
36I-AM-1017-02,AM,10172018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5E-AM-1008-06,AM,10082018,Adult,Cinnamon,White,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
32E-PM-1017-13,PM,10172018,Adult,Gray,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5F-PM-1007-03,PM,10072018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
11B-PM-1014-05,PM,10142018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
16E-PM-1018-06,PM,10182018,Adult,Cinnamon,Gray,Ground Plane,FALSE,On a rock,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
13F-AM-1007-02,AM,10072018,Adult,Cinnamon,White,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
20B-PM-1013-10,PM,10132018,Adult,Gray,White,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3A-PM-1017-05,PM,10172018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29H-PM-1006-01,PM,10062018,Adult,Gray,,Above Ground,50,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
23C-PM-1014-03,PM,10142018,Adult,Gray,,Above Ground,8,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33C-PM-1007-03,PM,10072018,Adult,Gray,White,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
38G-PM-1020-09,PM,10202018,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
16G-PM-1017-01,PM,10172018,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
36I-PM-1007-07,PM,10072018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
35A-AM-1014-03,AM,10142018,Adult,Gray,White,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
28C-PM-1006-01,PM,10062018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
32D-AM-1013-06,AM,10132018,Adult,Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
22A-AM-1008-05,AM,10082018,Adult,Gray,White,Above Ground,3,trash can,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
40B-PM-1014-06,PM,10142018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
19C-PM-1018-01,PM,10182018,Adult,Gray,White,Ground Plane,FALSE,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
35A-PM-1013-06,PM,10132018,Adult,Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
14E-AM-1008-09,AM,10082018,Adult,Gray,,Ground Plane,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
15G-PM-1019-05,PM,10192018,Adult,Gray,Cinnamon,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10F-AM-1007-02,AM,10072018,Adult,Gray,,Above Ground,70,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42E-PM-1012-06,PM,10122018,Adult,Cinnamon,"Gray, White",Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22B-AM-1013-04,AM,10132018,Adult,Cinnamon,,Ground Plane,FALSE,Under bench,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
15F-PM-1010-06,PM,10102018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5A-AM-1006-05,AM,10062018,Adult,Gray,Cinnamon,Ground Plane,FALSE,near 65th St arch,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
32H-PM-1006-01,PM,10062018,,Gray,,Above Ground,,in the European Beech,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42C-AM-1007-02,AM,10072018,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41D-AM-1014-01,AM,10142018,Adult,Gray,Black,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
21G-PM-1007-01,PM,10072018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
14E-AM-1008-02,AM,10082018,Adult,Gray,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7H-PM-1006-04,PM,10062018,Adult,Gray,,Above Ground,12,on tree knob,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
22F-AM-1007-01,AM,10072018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
7F-AM-1008-16,AM,10082018,Juvenile,Gray,,Above Ground,2,tree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10F-PM-1019-05,PM,10192018,Adult,Black,,Above Ground,10,"Behind fence, tree",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
10A-AM-1006-04,AM,10062018,Juvenile,Gray,,Above Ground,10,tree near large rock on Bridle Path,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
38F-PM-1013-05,PM,10132018,Juvenile,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41B-PM-1014-01,PM,10142018,Adult,Gray,White,Above Ground,25,Climbing tree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
36A-PM-1013-07,PM,10132018,,Gray,,Ground Plane,FALSE,"""FIELD""",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5C-AM-1006-05,AM,10062018,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
32E-PM-1017-03,PM,10172018,Adult,Gray,,Above Ground,2,bottom of tree,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
31A-PM-1017-04,PM,10172018,Adult,Gray,White,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42G-AM-1018-03,AM,10182018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
37D-PM-1014-04,PM,10142018,Adult,Gray,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
37E-PM-1006-03,PM,10062018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
24B-AM-1013-01,AM,10132018,,Gray,,Above Ground,50,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
7G-AM-1010-02,AM,10102018,Adult,Gray,,Above Ground,3,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
5C-PM-1010-13,PM,10102018,Adult,Gray,White,Above Ground,20,way up a tree!,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15I-AM-1008-01,AM,10082018,Adult,Gray,Cinnamon,Above Ground,7,tree,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
19B-PM-1018-01,PM,10182018,Adult,Gray,"Black, Cinnamon, White",Above Ground,20,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13D-PM-1018-10,PM,10182018,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
36I-PM-1007-10,PM,10072018,Juvenile,Gray,White,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
41B-AM-1010-06,AM,10102018,Adult,Gray,"Cinnamon, White",Above Ground,6,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35B-AM-1010-01,AM,10102018,Adult,Gray,,Ground Plane,FALSE,lawn,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
40D-PM-1013-01,PM,10132018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38B-PM-1018-02,PM,10182018,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40I-AM-1018-01,AM,10182018,Adult,Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7B-AM-1008-10,AM,10082018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
13D-AM-1014-08,AM,10142018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
16G-AM-1010-03,AM,10102018,Adult,Gray,White,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
40A-AM-1010-03,AM,10102018,Adult,Gray,Cinnamon,Ground Plane,FALSE,bottom of great hill,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
15I-PM-1012-07,PM,10122018,Adult,Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3B-PM-1007-11,PM,10072018,Adult,Gray,,Above Ground,5,in tree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21D-AM-1008-02,AM,10082018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
10B-PM-1014-05,PM,10142018,Adult,Gray,White,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
13E-PM-1008-07,PM,10082018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
41A-PM-1007-06,PM,10072018,Adult,Black,,Ground Plane,FALSE,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2F-AM-1006-05,AM,10062018,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20B-AM-1007-01,AM,10072018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
26A-PM-1006-06,PM,10062018,Adult,Gray,Cinnamon,Ground Plane,FALSE,Tree 90th left 90th & 89,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
35E-PM-1006-07,PM,10062018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
11G-PM-1013-01,PM,10132018,Adult,Gray,Cinnamon,Above Ground,5,In the Woods/Brush,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
36I-PM-1007-13,PM,10072018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
7A-AM-1006-01,AM,10062018,Adult,Gray,White,Above Ground,10,in tree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
7G-PM-1018-03,PM,10182018,Adult,Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14E-AM-1008-05,AM,10082018,Adult,Gray,,Above Ground,25,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3D-PM-1010-03,PM,10102018,Adult,Cinnamon,White,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35D-PM-1013-09,PM,10132018,Adult,Gray,White,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
7F-PM-1012-01,PM,10122018,Adult,Gray,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18G-PM-1013-01,PM,10132018,Adult,Gray,White,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6F-PM-1008-01,PM,10082018,Adult,Gray,Cinnamon,Above Ground,10,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9F-AM-1013-04,AM,10132018,Adult,Gray,Cinnamon,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
